Fd_Libr,UID,Fd_Index,Fd_Name,Fd_Category,Fd_Type,Fd_DM,Fd_Conc,Fd_Locked,Fd_DE_Base,Fd_ADF,Fd_NDF,Fd_DNDF48_input,Fd_DNDF48_NDF,Fd_Lg,Fd_CP,Fd_St,Fd_dcSt,Fd_WSC,Fd_CPARU,Fd_CPBRU,Fd_CPCRU,Fd_dcRUP,Fd_CPs_CP,Fd_KdRUP,Fd_RUP_base,Fd_NPN_CP,Fd_NDFIP,Fd_ADFIP,Fd_Arg_CP,Fd_His_CP,Fd_Ile_CP,Fd_Leu_CP,Fd_Lys_CP,Fd_Met_CP,Fd_Phe_CP,Fd_Thr_CP,Fd_Trp_CP,Fd_Val_CP,Fd_CFat,Fd_FA,Fd_dcFA,Fd_Ash,Fd_C120_FA,Fd_C140_FA,Fd_C160_FA,Fd_C161_FA,Fd_C180_FA,Fd_C181t_FA,Fd_C181c_FA,Fd_C182_FA,Fd_C183_FA,Fd_OtherFA_FA,Fd_Ca,Fd_P,Fd_Pinorg_P,Fd_Porg_P,Fd_Na,Fd_Cl,Fd_K,Fd_Mg,Fd_S,Fd_Cr,Fd_Co,Fd_Cu,Fd_Fe,Fd_I,Fd_Mn,Fd_Mo,Fd_Se,Fd_Zn,Fd_B_Carotene,Fd_Biotin,Fd_Choline,Fd_Niacin,Fd_VitA,Fd_VitD,Fd_VitE,Fd_acCa_input,Fd_acPtot_input,Fd_acNa_input,Fd_acCl_input,Fd_acK_input,Fd_acCu_input,Fd_acFe_input,Fd_acMg_input,Fd_acMn_input,Fd_acZn_input
NRC 2020,NRC16F91,89,"Legume hay, immature",Grass/Legume Forage,Forage,89.278,0,1,2.677,30.732,37.684,0,51.4,6.591,21.542,2.282,91,9.752,43,50,7,65,41.057,17.8,20.495,0,2.797,1.507,4.199,1.934,3.923,6.685,4.807,1.326,4.586,4.033,1.381,4.972,2.549,1.54,73,11.048,1.357,0.849,25.012,2.233,4.01,0.35,2.434,18.489,36.792,8.474,1.514,0.289,55,45,0.202,0.761,2.486,0.324,0.186,0.52,0,10.234,430.121,0,42.703,2.746,0.2,26.42,0,0,0,0,0,0,0,0.3,0.768,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F92,90,"Legume hay, mature",Grass/Legume Forage,Forage,87.652,0,1,2.453,37.193,46.648,0,43.423,8.117,18.111,2.273,91,9.772,39,49,12,65,37.897,14,27.144,0,3.887,1.751,4.199,1.934,3.923,6.685,4.807,1.326,4.586,4.033,1.381,4.972,2.245,1.212,73,9.974,1.357,0.849,25.012,2.233,4.01,0.35,2.434,18.489,36.792,8.474,1.365,0.282,55,45,0.11,0.66,2.342,0.293,0.122,0.52,0,9.707,380.094,0,44.048,2.234,0.18,24.341,0,0,0,0,0,0,0,0.3,0.768,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F93,91,"Legume hay, mid-maturity",Grass/Legume Forage,Forage,88.136,0,1,2.629,32.073,41.109,0,52.396,6.643,20.745,1.513,91,8.97,45,46,9,65,34.613,17.833,21.749,0,1.85,0.743,4.199,1.934,3.923,6.685,4.807,1.326,4.586,4.033,1.381,4.972,2.076,1.503,73,10.762,1.357,0.849,25.012,2.233,4.01,0.35,2.434,18.489,36.792,8.474,1.402,0.282,55,45,0.211,0.765,2.385,0.323,0.179,0.52,0,9.691,421.332,0,38.495,2.535,0.19,26.216,0,0,0,0,0,0,0,0.3,0.768,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F94,92,"Legume silage, immature",Grass/Legume Forage,Forage,41.61,0,1,2.697,32.001,38.748,0,53.25,6.545,22.064,1.91,91,7.318,62,29,9,70,55.245,13.1,20.828,0,2.675,1.6,1.762,1.917,4.145,6.736,4.715,1.347,4.352,3.834,1.192,5.078,3.224,1.977,73,11.122,11.979,0.657,18.813,1.907,3.353,,2.048,15.906,38.708,6.629,1.304,0.349,87,13,0.16,0.799,2.792,0.325,0.217,0.52,0,11.436,685.344,0,61.595,3.514,0.18,30.447,0,0,0,0,0,0,0,0.3,0.819,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F95,93,"Legume silage, mid-maturity",Grass/Legume Forage,Forage,42.883,0,1,2.588,33.683,43.195,0,49.411,7.419,20.471,1.973,91,6.274,52,39,9,70,49.329,8.174,26.89,0,2.245,1.248,1.762,1.917,4.145,6.736,4.715,1.347,4.352,3.834,1.192,5.078,2.872,2.322,73,10.597,11.979,0.657,18.813,1.907,3.353,,2.048,15.906,38.708,6.629,1.254,0.351,87,13,0.124,0.635,2.817,0.298,0.138,0.52,0,10.591,534.382,0,54.79,2.092,0.18,28.855,0,0,0,0,0,0,0,0.3,0.819,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F1013,197,Limestone,Vitamin/Mineral,Concentrate,100,100,1,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,0,0,73,100,,,,,,,,,,,35,,,100,,,,1,,,,,,,,,,,,,,,,,,0.45,0.68,,,,,,0.12,,
NRC 2020,NRC16F1018,202,Magnesium carbonate,Vitamin/Mineral,Concentrate,100,100,1,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,0,0,73,100,,,,,,,,,,,,,,100,,,,30.8,,,,,,,,,,,,,,,,,,,0.68,,,,,,0.23,,
NRC 2020,NRC16F1015,199,Magnesium chloride (6H2O),Vitamin/Mineral,Concentrate,100,100,1,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,0,0,73,100,,,,,,,,,,,,,,100,,34.9,,12,,,,,,,,,,,,,,,,,,,0.68,,0.92,,,,0.27,,
NRC 2020,NRC16F1019,203,Magnesium hydroxide,Vitamin/Mineral,Concentrate,100,100,1,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,0,0,73,100,,,,,,,,,,,,,,100,,,,41.7,,,,,,,,,,,,,,,,,,,0.68,,,,,,0.23,,
NRC 2020,NRC16F1020,204,Magnesium oxide,Vitamin/Mineral,Concentrate,100,100,1,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,0,0,73,100,,,,,,,,,,,,,,100,,,,56.2,,,,,,,,,,,,,,,,,,0.45,0.68,,,,,,0.23,,
NRC 2020,NRC16F1021,205,Magnesium sulfate (7H2O),Vitamin/Mineral,Concentrate,100,100,1,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,0,0,73,100,,,,,,,,,,,,,,100,,,,9.8,13.3,,,,,,,,,,,,,,,,,,0.68,,,,,,0.27,,
NRC 2020,NRC16F1056,240,Manganese carbonate,Vitamin/Mineral,Concentrate,100,100,1,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,0,0,73,100,,,,,,,,,,,,,,100,,,,,,,,,,,478000,,,,,,,,,,,,0.68,,,,,,,0.002,
NRC 2020,NRC16F1054,238,Manganese chloride,Vitamin/Mineral,Concentrate,100,100,1,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,0,0,73,100,,,,,,,,,,,,,,100,,56.3,,,,,,,,,430000,,,,,,,,,,,,0.68,,0.92,,,,,0.005,
NRC 2020,NRC16F1055,239,Manganese chloride (4H2O),Vitamin/Mineral,Concentrate,100,100,1,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,0,0,73,100,,,,,,,,,,,,,,100,,35.8,,,,,,,,,277000,,,,,,,,,,,,0.68,,0.92,,,,,0.005,
NRC 2020,NRC16F1060,244,Manganese organic generic,Vitamin/Mineral,Concentrate,98,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,80,,,,,,,,,,,0,0,100,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0.6,0.68,1,0.92,1,0.05,0.1,0.3,0.004,0.2
NRC 2020,NRC16F1059,243,Manganese oxide,Vitamin/Mineral,Concentrate,100,100,1,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,0,0,73,100,,,,,,,,,,,,,,100,,,,,,,,,,,775000,,,,,,,,,,,,0.68,,,,,,,0.003,
NRC 2020,NRC16F1058,242,Manganese sulfate (5H2O),Vitamin/Mineral,Concentrate,100,100,1,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,0,0,73,100,,,,,,,,,,,,,,100,,,,,13.3,,,,,,228000,,,,,,,,,,,,0.68,,,,,,,0.005,
NRC 2020,NRC16F1057,241,Manganese sulfate (H2O),Vitamin/Mineral,Concentrate,100,100,1,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,0,0,73,100,,,,,,,,,,,,,,100,,,,,19,,,,,,325000,,,,,,,,,,,,0.68,,,,,,,0.005,
NRC 2020,NRC16F98,96,"Meat and bone meal, porcine",Animal Protein,Concentrate,96.065,100,1,3.214,0,0,0,0,0,56.635,0,91,0,32,42,26,61.094,14.949,8.812,43.792,0,11.827,2.839,7.009,1.585,2.567,5.424,4.576,1.25,3.125,2.924,0.536,3.884,11.898,7.45,73,26.184,0.082,1.676,29.469,2.41,17.502,1.265,40.431,3.7,0.082,3.383,9.288,4.594,0,100,0.741,0.493,0.906,0.278,0.509,0,0,20.012,451.002,0,24.362,0,0,159.783,0,0,0,0,0,0,0,0.6,0.68,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F99,97,Millet hay,Grass/Legume Forage,Forage,87.458,0,1,2.247,39.724,61.856,0,64.008,5.635,10.738,2.897,91,8.406,28,53,19,60,34.687,5,46.946,0,3.491,0.908,4.104,1.94,3.955,7.388,4.851,1.642,4.776,4.104,2.09,5.224,1.952,1.094,73,11.152,2.859,0.889,20.644,0.434,2.421,,10.179,30.365,25.53,6.679,0.537,0.285,67,33,0.028,1.07,2.708,0.313,0.184,0,0,9.118,285.676,0,104.706,1.583,0,42.727,0,0,0,0,0,0,0,0.4,0.787,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F100,98,Millet silage,Grass/Legume Forage,Forage,29.325,0,1,2.252,39.209,59.667,0,61.156,5.477,13.022,3.497,91,6.206,38,29,33,55,46.966,3.7,51.913,0,3.363,1.13,3.06,1.66,3.57,6.12,3.28,1.21,4.37,3.34,1.07,4.89,2.791,1.474,73,11.74,2.859,0.889,20.644,0.434,2.421,,10.179,30.365,25.53,6.679,0.55,0.328,67,33,0.058,1.049,2.876,0.338,0.198,0,0,11.655,490.745,0,109.704,2.083,0,46.196,0,0,0,0,0,0,0,0.4,0.787,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F101,99,Molasses,Energy Source,Concentrate,65.395,100,1,3.073,0.183,0.568,0,50,0,9.271,0.846,91,60,74,26,0,100,95.85,3.2,20.929,0,0,0,4.91,1.59,4.44,3.59,1,0.22,2.71,1.57,0.45,3.36,0.611,0,73,15.963,,,17.99,0.34,3.609,,12.979,54.937,7.462,2.683,0.729,0.263,0,100,1.512,2.015,4.486,0.278,0.641,0.55,0,36.714,216,0,73.714,0,0.13,112.286,0,0,0,0,0,0,0,0.6,0.68,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F102,100,Oat grain,Energy Source,Concentrate,89.271,100,1,3.265,14.476,28.556,0,35.882,3.2,12.172,44.717,91,2.947,72,20,8,72.279,27.082,26.4,15.943,0,1.207,0.767,6.488,1.907,3.744,7.162,3.86,1.698,4.837,3.511,1.488,5.256,5.679,4.8,73,3.215,,0.867,17.647,0.156,1.318,,34.779,42.005,1.846,1.382,0.135,0.38,15,85,0.014,0.135,0.561,0.145,0.165,0.025,0,6.576,128.986,0,52.554,1.363,0.4,33.023,0,0,0,0,0,0,0,0.6,0.704,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F103,101,Oat hay mid-maturity,Grain Crop Forage,Forage,89.503,0,1,2.506,37.495,58.968,0,55.955,4.714,8.492,4.077,91,17.755,35,53,12,70,39.517,4.3,42.39,0,2.052,1.032,2.18,1.94,5.5,6.65,3.56,1.87,4.7,4.13,1.42,4.13,2.358,1.448,73,7.39,1.193,0.43,16.44,0.476,1.33,0.055,2.534,23.382,49.897,4.263,0.318,0.211,67,33,0.422,0.941,1.705,0.143,0.132,0,0,6.77,257.479,0,65.644,1.369,0,20.379,0,0,0,0,0,0,0,0.4,0.787,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F104,102,Oat hulls,By-Product/Other,Concentrate,91.394,100,1,2.229,39.626,73.623,0,17,6.544,5.014,10.574,91,0.95,10,51,39,61.5,36.686,1.35,80.262,0,4.159,0.669,6.744,2.248,3.566,7.287,4.109,1.705,5.039,3.411,1.318,4.961,1.938,1.82,73,5.761,,,19.72,,2.51,2.56,34.23,37.67,2.4,0.91,0.157,0.152,0,100,0.018,0.131,0.563,0.109,0.087,0,0,7.625,197.625,0,48.75,1,0,21.917,0,0,0,0,0,0,0,0.4,0.68,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F105,103,"Oat silage, immature",Grass/Legume Forage,Forage,33.657,0,1,2.572,31.656,45.755,0,59.268,3.894,18.512,1.751,91,4.346,46,30,24,65,57.637,5.4,41.171,0,2.944,1.092,2.18,1.94,5.5,6.65,3.56,1.87,4.7,4.13,1.42,4.13,4.232,2.238,73,13.368,6.557,0.541,16.763,1.674,1.944,,3.797,19.963,44.299,4.462,0.716,0.4,67,33,0.298,1.188,3.182,0.254,0.264,0,0,10.033,1030.915,0,114.822,,0,33.594,0,0,0,0,0,0,0,0.4,0.787,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F106,104,"Oat silage, mid-maturity",Grain Crop Forage,Forage,35.848,0,1,2.406,38.842,57.381,0,54.127,5.386,12.919,3.183,91,6.716,45,31,24,65,58.932,5.4,41.582,,2.076,1.21,2.18,1.94,5.5,6.65,3.56,1.87,4.7,4.13,1.42,4.13,3.641,1.771,73,10.357,6.557,0.541,16.763,1.674,1.944,,3.797,19.963,44.299,4.462,0.509,0.343,67,33,0.231,0.897,2.68,0.196,0.193,,,8.421,611.351,,69.586,1.468,,30.095,,,,,,,,0.4,0.787,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F1014,198,Oystershell,Vitamin/Mineral,Concentrate,100,100,1,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,0,0,73,100,,,,,,,,,,,38,,,100,,,,,,,,,,,,,,,,,,,,,,0.5,0.68,,,,,,,,
NRC 2020,NRC16F1097,281,"Pasture, grass",Pasture,Forage,19.3,0,1,2.91,21.8,41.8,0,86,3.35,25.1,2.1,91,14.6,57,33,10,65,25.364,6,28.434,0,5.2,1.2,4.104,1.94,3.955,7.388,4.851,1.642,4.776,4.104,2.09,5.224,4.1,2.32,73,9.6,0.84,0.24,13.49,,1.07,,2.07,13.34,66.49,2.46,0.476,0.486,67,33,0.4,1.2,3.169,0.287,0.396,0,30.8,10,275,0,75,0,0.07,36,0,0,0,0,0,0,0,0.6,0.787,1,1,1,0.92,0.05,0.31,0.004,0.2
NRC 2020,NRC16F1099,283,"Pasture, grass-legume mixture",Pasture,Forage,19.3,0,1,2.94,21.8,41.8,0,86,3.35,25.1,2.1,91,14.6,57,33,10,65,25.364,6,28.434,0,5.2,1.2,4.16,1.71,3.56,6.51,3.89,1.37,4.13,3.8,1.31,4.7,4.1,2.32,73,9.6,1.431,0.329,15.223,1.517,2.385,,2.616,18.191,53.838,4.47,0.9,0.4,77,23,0.3,1,3,0.3,0.3,0.5,0,10.7,480,0,68,0,0.13,33,0,0,0,0,0,0,0,0.6,0.803,1,1,1,0.92,0.05,0.31,0.004,0.2
NRC 2020,NRC16F1076,260,"Pasture, legume",Pasture,Forage,13.9,0,1,2.946,25.9,32.4,0,65.4,5.19,26.1,3.1,91,8.7,62,29,9,70,55.245,13.1,20.828,0,2.675,1.6,1.762,1.917,4.145,6.736,4.715,1.347,4.352,3.834,1.192,5.078,3.5,2,73,9.62,11.979,0.657,18.813,1.907,3.353,,2.048,15.906,38.708,6.629,1.304,0.349,87,13,0.16,0.799,2.792,0.325,0.217,0.52,0,11.436,685.344,0,61.595,0,0.18,30.447,0,0,0,0,0,0,0,0.3,0.819,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F107,105,Pea hay,Grass/Legume Forage,Forage,89.482,0,1,2.659,31.981,43.366,0,58.5,5.779,15.9,8.557,91,9.01,45,46,9,65,45.924,17.833,21.749,0,3.604,1.482,3.87,1.69,3.73,6,4.48,1.37,4.18,3.83,0.93,5,2.984,1.694,73,9.076,0.432,0.276,17.97,0.154,6.709,,19.74,38.882,12.983,2.854,1.041,0.282,55,45,0.112,0.553,2.048,0.275,0.198,0,0,9.273,1169.091,0,45.091,2.2,0,31.5,0,0,0,0,0,0,0,0.3,0.768,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F108,106,Pea silage,Grass/Legume Forage,Forage,31.651,0,1,2.454,37.132,52.459,0,57.667,6.421,17.036,3.357,91,4.483,52,39,9,71.85,59.001,8.174,26.89,0,3.862,2.232,3.87,1.69,3.73,6,4.48,1.37,4.18,3.83,0.93,5,3.802,1.683,73,11.376,0.432,0.276,17.97,0.154,6.709,,19.74,38.882,12.983,2.854,0.877,0.343,87,13,0.045,0.717,2.861,0.241,0.211,0,0,11.062,1204.5,0,55.812,1.571,0,34.938,0,0,0,0,0,0,0,0.3,0.819,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F109,107,Peanut hay,Grass/Legume Forage,Forage,91.264,0,1,2.365,37.89,45.796,0,40.143,8.482,12.007,3.985,91,10.276,45,46,9,65,35.747,17.833,21.749,0,3.738,1.74,3.87,1.69,3.73,6,4.48,1.37,4.18,3.83,0.93,5,2.299,1.305,73,10.427,0.432,0.276,17.97,0.154,6.709,,19.74,38.882,12.983,2.854,1.337,0.174,55,45,0.036,0.632,1.678,0.481,0.154,0,0,9.91,578.283,0,68.836,2.426,0,29.347,0,0,0,0,0,0,0,0.3,0.768,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F110,108,Peanut hulls,By-Product/Other,Concentrate,93.986,100,1,1.546,59.756,69.551,0,6,24.25,8.889,1.331,91,3.483,27,69,4,38.483,21.344,6.402,36.926,0,5.423,2.632,5.7,2.2,3.3,5.7,4.1,9,3.5,3,1,4.4,4.208,3.208,73,4.593,,,9.242,0.085,2.316,,66.606,19.304,2.447,0,0.255,0.09,0,100,0.015,0.116,0.644,0.116,0.093,0,0,12.52,647.139,0,50.621,1.286,0,16.327,0,0,0,0,0,0,0,0.6,0.68,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F111,109,"Peanut meal, expellers",Plant Protein,Concentrate,93.962,100,1,3.723,15.867,22.9,0,75,5.393,42.62,6.388,91,5,62,36,2,94.133,37.67,16.135,14.849,0,5.633,1.949,11.013,2.22,3.211,6.142,3.211,1.034,4.806,2.565,1.034,3.879,8.46,7.31,73,6.482,,,9.242,0.085,2.316,,66.606,19.304,2.447,0,0.351,0.573,0,100,0.067,0.259,1.19,0.413,0.302,0,0,13.214,621.5,0,34.357,5.3,0.2,48.357,0,0,0,0,0,0,0,0.6,0.68,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F112,110,Peanut skins,By-Product/Other,Concentrate,92.384,100,1,2.706,36.452,47.434,0,50,17.852,16.195,3.217,91,11.9,27,69,4,38,20.894,6,38.039,0,4.005,2.871,6.6,3.3,2.3,5.9,5.5,0.9,3.2,2.6,1,3,19.606,18.606,73,3.164,,,9.242,0.085,2.316,,66.606,19.304,2.447,0,0.299,0.158,0,100,0.03,0.053,0.575,0.177,0.145,0,0,40.746,292.567,0,27.09,1.833,0,32.463,0,0,0,0,0,0,0,0.6,0.68,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F113,111,Peanuts,Plant Protein,Concentrate,94.134,100,1,4.588,17.286,24.013,0,75,5.85,25.55,2.756,91,5,26,73,1,89.5,35.125,9.31,29.095,0,3.377,1.169,11.013,2.22,3.211,6.142,3.211,1.034,4.806,2.565,1.034,3.879,42.239,41.239,73,3.011,,,9.242,0.085,2.316,,66.606,19.304,2.447,0,0.094,0.375,0,100,0.396,0.41,0.677,0.198,0.197,0,0,6.913,75.217,0,20.833,2.7,0,32.917,0,0,0,0,0,0,0,0.6,0.68,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F114,112,Peas,Plant Protein,Concentrate,88.891,100,1,3.663,7.861,12.153,0,71.6,0.946,24.281,43.011,91,8.342,57,42,1,89,75.098,16,15.075,0,3.65,1.022,8.685,2.441,4.131,7.183,7.23,0.892,4.789,3.709,0.892,4.648,2.081,1.14,73,3.625,,0.3,23,0.1,1.5,,13.5,55.9,4.3,1.4,0.108,0.434,0,100,0.008,0.12,1.096,0.144,0.191,0,0,8.473,118.767,0,16.721,3.308,0,38.496,0,0,0,0,0,0,0,0.6,0.68,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F1024,208,"Phosphate, Curacao",Vitamin/Mineral,Concentrate,100,100,1,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,0,0,73,100,,,,,,,,,,,35.1,14.1,,100,,,,,,,,,,,,,,,,,,,,,,0.45,0.85,,,,,,,,
NRC 2020,NRC16F1025,209,"Phosphate, defluorinated",Vitamin/Mineral,Concentrate,100,100,1,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,0,0,73,100,,,,,,,,,,,32,18,,100,4.9,,,,,,,,,,,,,,,,,,,,,0.45,0.65,1,,,,,,,
NRC 2020,NRC16F1026,210,"Phosphate, monosodium (H2O)",Vitamin/Mineral,Concentrate,100,100,1,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,0,0,73,100,,,,,,,,,,,,22.5,,100,16.7,,,,,,,,,,,,,,,,,,,,,,0.9,1,,,,,,,
NRC 2020,NRC16F1027,211,Phosphoric acid,Vitamin/Mineral,Concentrate,75,100,1,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,0,0,73,100,,,,,,,,,,,,31.6,,100,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,
NRC 2020,NRC16F115,113,Pineapple cannery waste,By-Product/Other,Concentrate,23.413,100,1,2.415,36.441,62.352,0,65,6.244,7.016,3.447,91,8.216,42,53,5,80,45.51,7.4,29.767,0,1.656,0.927,,,,,,,,,,,1.935,0.935,73,6.065,,,,,,,,,,,0.432,0.15,0,100,0.02,0.532,1.556,0.139,0.144,0,0,9.836,799.333,0,122.909,1,0,19.377,0,0,0,0,0,0,0,0.6,0.68,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F1029,213,Potassium bicarbonate,Vitamin/Mineral,Concentrate,100,100,1,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,0,0,73,100,,,,,,,,,,,,,,100,,,39.1,,,,,,,,,,,,,,,,,,,,0.68,,,1,,,,,
NRC 2020,NRC16F1030,214,Potassium carbonate,Vitamin/Mineral,Concentrate,100,100,1,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,0,0,73,100,,,,,,,,,,,,,,100,,,56.6,,,,,,,,,,,,,,,,,,,,0.68,,,1,,,,,
NRC 2020,NRC16F1016,200,Potassium chloride,Vitamin/Mineral,Concentrate,100,100,1,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,0,0,73,100,,,,,,,,,,,,,,100,,50,50,,,,,,,,,,,,,,,,,,,,0.68,,0.92,1,,,,,
NRC 2020,NRC16F1031,215,Potassium iodide,Vitamin/Mineral,Concentrate,100,100,1,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,0,0,73,100,,,,,,,,,,,,,,100,,,21,,,,,,,688000,,,,,,,,,,,,,0.68,,,1,,,,,
NRC 2020,NRC16F1032,216,Potassium sulfate,Vitamin/Mineral,Concentrate,100,100,1,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,0,0,73,100,,,,,,,,,,,,,,100,,,41.8,,17.4,,,,,,,,,,,,,,,,,,0.68,,,1,,,,,
NRC 2020,NRC16F116,114,Potato byproduct,By-Product/Other,Concentrate,22.98,100,1,3.151,10.705,14.426,0,80,3.003,9.989,57.49,91,7.1,5,90,5,80,39.05,2,70.608,0,1.628,0.943,2.47,1.84,3.14,5.34,4.21,0.95,3.62,3.11,0.67,4.4,2.78,1.78,73,5.6,0.352,0.49,12.184,0.555,10.696,31.21,35.647,5.117,1.147,2.602,0.174,0.252,0,100,0.125,0.286,1.395,0.108,0.152,0,0,6.933,348.013,0,16.601,0,0,21.976,0,0,0,0,0,0,0,0.6,0.68,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F117,115,Poultry byproduct meal,Animal Protein,Concentrate,95.521,100,1,4.252,0,0,0,0,0,65.624,0,91,0,5,90,5,90,28.234,2,70.608,0,30.34,3.89,4.3,1.38,2.5,4.5,3.9,1.3,2.5,2.5,0.7,3.1,12.779,11.779,73,14.247,,,,,,,,,,,4.314,2.477,0,100,0.376,0.554,0.893,0.161,0.742,0,0,14.139,233.366,0,44.761,1.196,0,121.565,0,0,0,0,0,0,0,0.6,0.68,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F118,116,Rice bran,By-Product/Other,Concentrate,92.376,100,1,3.21,13.84,23.055,0,23.333,4.943,14.813,22.181,91,7.953,31,45,24,85.033,30.483,3.38,53.429,0,2.18,0.778,7.739,2.75,3.756,7.141,4.727,2.181,4.446,3.88,1.218,5.719,18.503,12,73,10.021,,0.28,17.53,0.21,1.56,,39.1,38.11,1.46,1.75,0.779,1.774,5,95,0.02,0.133,1.402,0.784,0.174,0,0,8.645,215.993,0,182.668,1.139,0.17,60.923,0,0,0,0,0,0,0,0.6,0.688,1,0.92,1,0.05,0.1,0.31,0.004,0.2
NRC 2020,NRC16F119,117,"Rice bran, defatted",By-Product/Other,Concentrate,89.491,100,1,2.844,12.709,25.923,0,23,4.459,18.543,21.484,91,9.7,31,45,24,85.033,18.222,3.38,53.429,0,3.535,1.083,7.739,2.75,3.756,7.141,4.727,2.181,4.446,3.88,1.218,5.719,3.159,2.159,73,12.326,,0.28,17.53,0.21,1.56,,39.1,38.11,1.46,1.75,0.834,2.483,5,95,0.021,0.08,1.814,1.078,0.204,0,0,5.667,178.455,0,231.818,1.276,0.17,75.531,0,0,0,0,0,0,0,0.6,0.688,1,0.92,1,0.05,0.1,0.31,0.004,0.2
